date,old_A,new_A,category,allowed,A_verified,B_verified,evidence,A_status,A_reason
20061220,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:554,unknown,missing_decision_prefix_bar:554
20061221,1.0,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20061222,-4.75,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:553,unknown,missing_decision_prefix_bar:553
20061225,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20061226,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:558,unknown,missing_decision_prefix_bar:558
20061227,-1.0,-1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20061228,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20061229,-2.75,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:547,unknown,missing_decision_prefix_bar:547
20070101,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20070102,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:546,unknown,missing_decision_prefix_bar:546
20070103,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070104,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:551,unknown,missing_decision_prefix_bar:551
20070105,10.75,10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070108,-4.0,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:910,unknown,detector:missing_v7m_bar:910
20070109,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070110,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070111,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070112,0.5,0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070115,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070116,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070117,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070118,16.0,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:878,unknown,detector:missing_v7m_bar:878
20070119,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070122,0.5,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:547,unknown,missing_decision_prefix_bar:547
20070123,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:551,unknown,missing_decision_prefix_bar:551
20070124,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:560,unknown,missing_decision_prefix_bar:560
20070125,7.75,7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070126,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070129,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070130,-1.5,-1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070131,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070201,-11.25,-11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070202,1.25,1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070205,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:552,unknown,missing_decision_prefix_bar:552
20070206,14.25,14.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070207,10.5,10.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070208,-2.25,-2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070209,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070212,5.5,5.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070213,-2.5,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:547,unknown,missing_decision_prefix_bar:547
20070214,9.75,,old_numeric_outcome_to_unknown,True,True,True,missing_open_position_bar:607,unknown,missing_open_position_bar:607
20070215,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070216,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:549,unknown,missing_decision_prefix_bar:549
20070219,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:548,unknown,missing_decision_prefix_bar:548
20070220,-13.5,-13.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070221,-7.0,-7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070222,-12.75,-12.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070223,3.0,3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070226,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070227,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070228,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070301,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070302,2.25,2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070305,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070306,-2.5,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:548,unknown,missing_decision_prefix_bar:548
20070307,-8.5,-8.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070308,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:547,unknown,missing_decision_prefix_bar:547
20070309,8.0,8.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070312,-1.75,-1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070313,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070314,-5.75,-5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070315,-1.0,-1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070316,7.5,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:909,unknown,detector:missing_v7m_bar:909
20070319,-6.75,-6.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070320,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070321,4.25,4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070322,4.75,4.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070323,-2.0,-2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070326,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:560,unknown,missing_decision_prefix_bar:560
20070327,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070328,-7.5,-7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070329,8.25,8.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070330,1.25,1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070402,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:546,unknown,missing_decision_prefix_bar:546
20070403,14.0,14.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070404,-5.5,-5.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070405,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:550,unknown,missing_decision_prefix_bar:550
20070406,,,calendar_not_eligible,True,False,False,calendar_closed_before_decision,not_in_P0,calendar_closed_before_decision
20070409,2.25,2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070410,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:552,unknown,missing_decision_prefix_bar:552
20070411,8.5,8.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070412,-11.75,-11.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070413,-2.25,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:561,unknown,missing_decision_prefix_bar:561
20070416,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:551,unknown,missing_decision_prefix_bar:551
20070417,-2.25,-2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070418,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070419,-13.0,-13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070420,-10.25,-10.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070423,-5.5,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:794,unknown,detector:missing_v7m_bar:794
20070424,2.0,2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070425,-1.5,-1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070426,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070427,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070430,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070501,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:564,unknown,missing_decision_prefix_bar:564
20070502,9.25,9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070503,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:561,unknown,missing_decision_prefix_bar:561
20070504,-2.0,-2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070507,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070508,-6.0,-6.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070509,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:565,unknown,missing_decision_prefix_bar:565
20070510,6.0,6.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070511,12.0,12.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070514,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070515,0.25,0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070516,-6.25,-6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070517,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:566,unknown,missing_decision_prefix_bar:566
20070518,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070521,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:556,unknown,missing_decision_prefix_bar:556
20070522,-4.75,-4.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070523,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070524,18.5,18.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070525,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:548,unknown,missing_decision_prefix_bar:548
20070528,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20070529,-2.25,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:557,unknown,missing_decision_prefix_bar:557
20070530,-12.0,-12.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070531,-1.5,-1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070601,-3.25,-3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070604,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070605,-1.75,-1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20070606,7.25,7.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
